Damien Rice,204,52
Limp Bizkit,489,52
David Archuleta,304,51
Whitney Houston,251,51
The Last Shadow Puppets,1512,51
Emily Osment,797,51
White Lies,1376,51
Mötley Crüe,1803,51
Alice Cooper,732,51
The Mars Volta,964,51
The Fratellis,1515,51
Hannah Montana,793,50
Misfits,1206,50
Editors,1151,50
Erasure,1014,50
Tom Waits,197,50
Bob Marley,250,50
Kings of Convenience,604,50
M83,3411,49
INXS,99,49
God Is an Astronaut,162,49
Atreyu,830,49
Lady Antebellum,1447,49
Roxette,180,49
Alexisonfire,1195,48
Anathema,506,48
AFI,1091,48
Jimmy Eat World,1378,48
Enya,389,48
Scissor Sisters,167,47
Killswitch Engage,815,46
Bad Religion,383,46
Audioslave,1873,46
Shania Twain,360,46
Blind Guardian,957,46
Billy Talent,1179,46
Mogwai,1418,46
Lostprophets,493,46
Yellowcard,1866,46
Aly & AJ,1684,46
Michael Bublé,2176,46
Stone Sour,1145,46
nevershoutnever!,470,46
Bruce Springsteen,734,46
Lil' Wayne,527,45
Patrick Wolf,1097,45
Skillet,371,45
Blondie,985,45
PJ Harvey,858,45
Hans Zimmer,1705,45
Kelis,485,45
Hot Chip,1155,45
Kraftwerk,1073,45
NX Zero,2080,45
Frank Sinatra,986,44
She Wants Revenge,450,44
Kid Cudi,547,44
Rush,1110,44
Bonobo,2605,44
Paris Hilton,1580,43
Bright Eyes,195,43
Far East Movement,1456,43
The Devil Wears Prada,1541,43
Tokio Hotel,1673,43
Jeffree Star,524,43
Underoath,2850,43
Siouxsie and the Banshees,1083,43
The Human League,997,43
Sepultura,1274,43
The Knife,1983,43
George Michael,77,43
Kat DeLuna,308,43
Metro Station,471,42
As I Lay Dying,813,42
Whitesnake,2787,42
Daughtry,3859,42
Fleetwood Mac,96,42
The Jimi Hendrix Experience,1426,42
Alexandra Burke,915,42
Alesana,1185,42
Calvin Harris,1409,42
Thom Yorke,237,42
Martin L. Gore,1072,42
Band of Horses,223,42
She & Him,437,42
Dire Straits,712,42
Kate Bush,3201,42
Pendulum,1410,42
The Chemical Brothers,1394,42
Girlicious,1451,42
Hey Monday,693,41
Cut Copy,84,41
Janis Joplin,2786,41
My Bloody Valentine,2542,41
Orchestral Manoeuvres in the Dark,998,41
Flo Rida,545,41
Enigma,63,41
Neil Young,630,40
Joss Stone,1556,40
Babyshambles,208,40
Lykke Li,1609,40
Simon & Garfunkel,2265,40
Jethro Tull,607,40
Def Leppard,1810,40
Enter Shikari,768,40
Helloween,928,40
Pink,1052,39
The Rasmus,405,39
Jeff Buckley,215,39
The Verve,1384,39
Mindless Self Indulgence,45,39
Arch Enemy,953,39
Miranda Cosgrove,1458,39
The Black Keys,1976,38
Creed,2352,38
Cocteau Twins,3280,38
Dio,2342,38
The Birthday Massacre,487,38
Natalia Kills,4814,38
Fleet Foxes,1633,38
Ana Carolina,283,38
The Kills,420,38
Skid Row,952,38
Imogen Heap,1383,38
Elton John,192,38
Laura Pausini,641,38
Suede,1089,38
Brandy,279,37
Selena Gomez,1453,37
Anberlin,2661,37
The Cardigans,962,37
Death,949,37
Katatonia,370,37
Iron & Wine,602,37
浜崎あゆみ,375,37
Willow Smith,1452,37
Sonata Arctica,1339,37
宇多田ヒカル,374,37
Genesis,1413,37
Kreator,954,36
A Fine Frenzy,362,36
Taking Back Sunday,4262,36
Akon,1444,36
múm,444,36
City and Colour,2608,36
Epica,955,36
Gary Numan,1886,36
Two Door Cinema Club,2137,35
Dashboard Confessional,2840,35
George Harrison,1416,35
Silverchair,453,35
Rainbow,3470,35
Angels & Airwaves,501,35
Kris Allen,2977,35
Foals,2582,35
Mew,170,35
Broken Social Scene,433,35
50 Cent,2179,35
The Shins,3258,35
Lynyrd Skynyrd,2834,35
of Montreal,629,35
Soundgarden,856,35
Fiona Apple,3110,35
Simple Minds,993,35
Tiësto,1009,34
New Found Glory,1046,34
Asking Alexandria,1188,34
Drake,3317,34
Plain White T's,3373,34
Saosin,507,34
Stereophonics,171,34
Eurythmics,1892,34
Engenheiros do Hawaii,705,33
Jamiroquai,183,33
The Hives,1520,33
Sex Pistols,1814,33
Black Label Society,710,33
Danity Kane,309,33
Cream,2855,33
Empire of the Sun,7324,33
Pitbull,1449,33
KT Tunstall,2544,33
Chico Buarque,1755,33
Lamb of God,846,33
Matanza,932,33
The Subways,1988,33
Akira Yamaoka,407,33
De/Vision,153,33
Charlie Brown Jr.,1681,33
NOFX,4821,32
Jason Derülo,4562,32
Sara Bareilles,3081,32
Tenacious D,1351,32
Prince,601,32
Ultravox,1013,32
Katharine McPhee,305,32
Trivium,2379,32
blessthefall,1853,32
Black Rebel Motorcycle Club,1510,32
Recoil,1061,32
And One,30,32
Beastie Boys,605,32
Simon Curtis,2025,32
Ladyhawke,4704,32
Camouflage,75,32
Hole,3739,32
65daysofstatic,755,32
Silverstein,1181,31
King Crimson,1411,31
Alphaville,877,31
Eagles,730,31
Sting,1795,31
Mastodon,1216,31
Funeral for a Friend,492,31
Tarja,1114,31
Anastacia,1601,31
Johann Sebastian Bach,1123,31
Ludwig van Beethoven,1130,30
Gossip,539,30
Armin van Buuren,968,30
Emilie Autumn,5079,30
Bon Iver,445,30
Amy Macdonald,1463,30
The Script,2607,30
The Sisters of Mercy,1534,30
Wanessa,2548,30
Frank Zappa,2624,30
Bauhaus,875,30
Marisa Monte,261,30
ATB,722,30
Wolfmother,3475,30
2Pac,278,30
Brand New,3616,30
Grizzly Bear,3693,29
Antony and the Johnsons,1167,29
Yazoo,1019,29
Echo & The Bunnymen,2938,29
Deerhunter,1964,29
Wilco,4079,29
倖田來未,2102,29
Seether,490,29
Róisín Murphy,3502,29
James Morrison,3171,29
Electric Light Orchestra,717,29
Sade,69,29
Nick Drake,609,29
Ricky Martin,1475,29
LCD Soundsystem,2535,29
Clint Mansell,1700,29
*NSYNC,459,29
Spoon,434,29
September,2018,28
Mando Diao,2524,28
We The Kings,1198,28
Wolfgang Amadeus Mozart,1121,28
CocoRosie,3902,28
Switchfoot,4177,28
Amon Amarth,821,28
Hadouken!,1191,28
Cássia Eller,1775,28
Heidi Montag,3397,28
Pulp,620,28
Sublime,2637,28
Anthrax,1527,28
High School Musical,2801,28
Bob Marley & The Wailers,245,28
Dead Can Dance,1707,27
Skank,1241,27
Beach House,2139,27
Ulver,3417,27
Hoobastank,1874,27
Devendra Banhart,231,27
The Postal Service,4118,27
Pain of Salvation,2006,27
Miles Davis,610,27
Sky Ferreira,3404,27
Alphabeat,530,27
Gloria,1041,27
Nas,267,27
Maxïmo Park,2815,27
Billy Idol,1079,27
Mandy Moore,786,27
Dimmu Borgir,15,26
Parkway Drive,805,26
Goo Goo Dolls,3427,26
Darin,674,26
Yelle,980,26
Thalía,792,26
Jack's Mannequin,1105,26
Bruce Dickinson,922,26
Toni Braxton,241,26
Cradle of Filth,25,26
安室奈美恵,3324,26
Infected Mushroom,174,26
Talking Heads,612,26
Razorlight,2614,26
The Red Jumpsuit Apparatus,1182,26
Nouvelle Vague,2616,26
The Academy Is...,6453,26
Flying Lotus,1943,26
Kamelot,936,25
Cute Is What We Aim For,1201,25
Manu Chao,447,25
Dulce María,1428,25
John Williams,910,25
UNKLE,1787,25
Raimundos,1545,25
Blonde Redhead,3259,25
Pavement,1957,25
P.O.D.,510,25
Sarah Brightman,2044,25
Apparat,1745,25
Talk Talk,61,25
Paradise Lost,181,25
The Maine,1038,25
Stevie Wonder,1427,25
August Burns Red,823,25
Bryan Adams,253,25
Ace of Base,1081,25
W.A.S.P.,1366,25
Sarah McLachlan,3466,25
Natalie Imbruglia,1505,25
Lenny Kravitz,2783,25
ZZ Top,2901,25
All That Remains,810,25
Kate Voegele,307,25
Nick Cave and the Bad Seeds,867,25
Blackfield,186,25
Matchbox Twenty,3097,25
Jet,3400,25
OK Go,2121,25
Amon Tobin,2668,25
Inna,644,25
소녀시대,2092,24
Ryan Adams,1519,24
Dark Tranquillity,812,24
Neutral Milk Hotel,1947,24
Corinne Bailey Rae,3488,24
You Me At Six,1183,24
Breathe Carolina,1035,24
The Horrors,3767,24
Ivete Sangalo,3173,24
4minute,2091,24
Uffie,5149,24
Phil Collins,3302,24
Burial,107,24
Archive,1790,24
The Flaming Lips,1958,24
David Gilmour,1425,24
Forfun,4828,24
Red,1852,24
Shontelle,2990,24
Little Joy,1766,24
Testament,947,24
Angra,924,24
Westlife,479,24
Autechre,744,24
Capital Inicial,708,24
Lupe Fiasco,2923,24
Relient K,3078,24
Combichrist,9,24
Machine Head,2744,23
Brandon Flowers,2130,23
Snoop Dogg,2226,23
Eyes Set to Kill,2959,23
The Decemberists,211,23
Alter Bridge,2794,23
Slash,2595,23
2NE1,400,23
Billy Joel,2444,23
Soilwork,806,23
The Runaways,1807,23
Mylène Farmer,3501,23
Jay Sean,7340,23
Venetian Snares,1222,23
Basshunter,2498,23
Soft Cell,3768,23
Tricky,4316,23
The Distillers,3333,23
Godsmack,2380,23
Dragonette,886,23
Apoptygma Berzerk,1298,23
Camel,4675,23
We Are Scientists,2600,23
Journey,945,23
The Corrs,3763,23
Sandy e Junior,3332,23
CPM 22,6120,23
Morcheeba,52,23
Christian Chávez,1429,22
Amorphis,2370,22
Jennifer Hudson,1936,22
Jamie Cullum,4616,22
Yes,3481,22
Japan,98,22
The Album Leaf,621,22
Rufus Wainwright,2632,22
Aretha Franklin,575,22
Móveis Coloniais de Acaju,421,22
Janelle Monáe,5150,22
Suicide Silence,1196,22
VersaEmerge,2619,22
VNV Nation,1295,22
The Dillinger Escape Plan,845,22
Brian Eno,1709,22
Mary J. Blige,262,22
[unknown],3462,22
The Bravery,4435,22
The Sounds,5926,22
The Raconteurs,1977,22
Stone Temple Pilots,860,22
Clan of Xymox,515,22
Oomph!,1714,22
Aaliyah,2220,22
Fear Factory,785,22
Eels,235,22
Christina Milian,1596,22
At the Drive-In,977,22
Mayday Parade,1193,22
Nina Simone,1833,22
Frankmusik,8589,22
Take That,5000,21
deadmau5,1401,21
The Presets,4025,21
Avantasia,946,21
David Cook,297,21
Serj Tankian,2835,21
T. Rex,1804,21
Edguy,1350,21
Eddie Vedder,1778,21
HammerFall,1338,21
Roxy Music,874,21
Dead by April,2940,21
Raul Seixas,4087,21
Rancid,1645,21
Stars,2407,21
Dave Matthews Band,1643,21
Rascal Flatts,2439,21
Zero 7,1824,21
The Yardbirds,4251,21
Biffy Clyro,2580,21
Chiodos,1100,21
Story of the Year,1200,21
Zемфира,3046,21
The Radio Dept.,6217,21
Amerie,4566,21
Michelle Branch,3489,21
Ashanti,322,21
Dead Kennedys,3444,21
Rilo Kiley,426,21
Spandau Ballet,85,21
The 69 Eyes,1914,21
Cazuza,3741,21
Shinedown,1905,21
Os Mutantes,5416,21
Nelly,5988,21
Poets of the Fall,189,21
Paolo Nutini,1511,21
The Dead Weather,2821,21
Nitzer Ebb,880,21
Forever the Sickest Kids,1040,21
Adriana Calcanhotto,246,21
Four Year Strong,1192,21
Chevelle,2206,20
Riverside,3940,20
Europe,4180,20
Mr. Big,2797,20
Brad Paisley,356,20
Chuck Berry,585,20
Cannibal Corpse,1281,20
Prefuse 73,1969,20
Andrew Bird,205,20
Vive la Fête,3186,20
Exodus,1364,20
Hatebreed,1547,20
Passion Pit,5547,20
The Jesus and Mary Chain,3279,20
Manowar,2838,20
Fever Ray,1990,20
Wu-Tang Clan,3227,20
Skinny Puppy,1203,20
Howard Shore,2446,20
Adema,2956,20
Ólafur Arnalds,1747,20
BrokeNCYDE,1678,20
Hollywood Undead,1863,20
DJ Shadow,2716,20
Queensrÿche,1343,20
CAKE,202,20
Isis,769,20
The Vines,4115,20
Lights,682,20
Blutengel,1300,20
植松伸夫,5605,20
Hellogoodbye,4385,20
Squarepusher,616,20
Sneaker Pimps,3109,20
Tina Turner,258,20
Leonard Cohen,1150,20
Burzum,4271,19
Dirty Pretty Things,2131,19
Ratatat,3707,19
Jessie James,2392,19
ABC,100,19
Cypress Hill,1979,19
Faithless,66,19
Static-X,519,19
Five Finger Death Punch,834,19
36 Crazyfists,818,19
Millencolin,840,19
Thievery Corporation,57,19
Caetano Veloso,1764,19
Shiny Toy Guns,3769,19
Alkaline Trio,4189,19
Sandy Leah,3393,19
Behemoth,12,19
The Flashbulb,2667,19
Santigold,1486,19
John Frusciante,6724,19
Staind,4179,19
Frédéric Chopin,1112,19
Josh Groban,2051,19
Keyshia Cole,239,19
Yngwie Malmsteen,956,19
Bush,965,19
Jefferson Airplane,5844,19
Thrice,1858,19
Converge,3028,19
Stratovarius,937,19
Sodom,1261,19
Vanessa da Mata,4716,19
Iced Earth,942,19
J Dilla,1627,19
Stars of the Lid,6151,18
Tokyo Police Club,419,18
Camera Obscura,5414,18
Erykah Badu,266,18
Era,727,18
Melanie C,2022,18
Poison,4165,18
Hooverphonic,54,18
Restart,5749,18
A Skylit Drive,1868,18
Telefon Tel Aviv,2691,18
Elvis Costello,2629,18
The Roots,617,18
Moptop,8710,18
Type O Negative,2369,18
Protest The Hero,2576,18
The Wombats,1517,18
Deathstars,3244,18
The B-52's,3281,18
Kristinia DeBarge,1450,18
The Donnas,989,18
B.B. King,7056,18
Peter Gabriel,2469,18
Blue Öyster Cult,2013,18
Maria Gadú,2988,18
Jewel,891,18
Senses Fail,1197,18
Mudvayne,7639,18
Yeasayer,1954,18
A Flock of Seagulls,2936,18
Alexandre Desplat,4923,18
Coil,2030,18
+44,3398,18
Vanessa Carlton,2546,18
Sheryl Crow,3460,18
Attack Attack!,2210,18
Jónsi,454,18
Diana Vickers,3319,18
dredg,2775,18
Shayne Ward,1602,18
Cine,1659,18
Mesh,3988,18
Boston,2463,18
Katie Melua,86,18
Julieta Venegas,4260,18
Die Ärzte,4155,18
Cassie,312,18
Jorge & Mateus,3378,18
Lolene,2543,18
Bowling for Soup,1689,18
Ayria,1066,17
Ayreon,1113,17
Eluveitie,837,17
Howlin' Wolf,565,17
Say Anything,6773,17
The Magnetic Fields,1164,17
Alesha Dixon,1051,17
Luan Santana,4474,17
Client,4308,17
Danny Elfman,2478,17
Pain,2961,17
King Diamond,1992,17
Heart,2183,17
Billie Holiday,2419,17
Robert Pattinson,5746,17
Richard Ashcroft,3676,17
The Mountain Goats,1944,17
Agalloch,1134,17
Circa Survive,5966,17
Anti-Flag,1650,17
The Dandy Warhols,4069,17
Bloodhound Gang,2738,17
Savage Garden,463,17
Slowdive,3884,17
Cat Stevens,4620,17
Stevie Ray Vaughan,2842,17
Sonic Syndicate,811,17
Sick Puppies,3084,17
Dixie Chicks,892,17
Guano Apes,1797,17
O Teatro Mágico,438,17
José González,606,17
Santana,975,17
Automatic Loveletter,2839,17
Laura Marling,1971,17
Cinema Bizarre,3367,17
Bee Gees,2031,17
Hammock,1731,17
MF DOOM,1963,17
Digitalism,1396,17
The Cribs,427,17
Icehouse,68,17
Melvins,1202,17
Fugazi,3364,17
Dr. Dre,2247,17
Gnarls Barkley,1941,17
Alejandro Sanz,5249,17
Emilie Simon,1781,17
Noize MC,460,17
Amiina,6756,17
Syd Barrett,1806,17
Stereolab,2289,17
YUI,1857,17
Joe Satriani,1132,17
Crowded House,905,16
Motion City Soundtrack,3341,16
Paulina Rubio,787,16
Peter Bjorn and John,5925,16
Delta Goodrem,909,16
Pennywise,4218,16
Joan Jett and the Blackhearts,2788,16
Iggy Pop,1103,16
Soda Stereo,3892,16
Annie,3288,16
Kid Abelha,256,16
The Dresden Dolls,1231,16
Claudia Leitte,2984,16
Morbid Angel,1521,16
Jean-Michel Jarre,93,16
Ghostface Killah,2921,16
In This Moment,2062,16
Дельфин,2747,16
Copeland,2425,16
Mallu Magalhães,3205,16
Eisley,1389,16
The Stone Roses,2606,16
The New Pornographers,2424,16
Kansas,1468,16
From First to Last,2430,16
Hypocrisy,2970,16
Captain Beefheart & His Magic Band,2475,16
Hawthorne Heights,1194,16
Camp Rock,1054,16
Bombay Bicycle Club,3030,16
The Lonely Island,3712,16
Сплин,1786,16
Madness,2029,16
Madlib,1946,16
Plaid,2673,16
Buddy Holly,2902,16
Hinder,2941,16
Coheed and Cambria,3621,16
Emarosa,2847,16
Uriah Heep,3774,16
Vangelis,4126,16
Front 242,3289,16
Covenant,32,16
Édith Piaf,3310,16
Finch,494,16
Therion,1710,16
John Lee Hooker,583,16
Rouge,4350,16
Mr. Bungle,2493,16
Strike,4850,16
Caliban,814,16
James Horner,4920,16
Ill Niño,514,15
Mono,763,15
Ennio Morricone,592,15
Accept,5157,15
Something Corporate,6298,15
L'Arc~en~Ciel,396,15
Stevie Ray Vaughan and Double Trouble,2864,15
Wire,1888,15
Fischerspooner,4732,15
Juanes,2440,15
Dope,1870,15
Benny Benassi,4024,15
Skye Sweetnam,1590,15
Darren Hayes,467,15
Marillion,3264,15
Drowning Pool,3240,15
Korpiklaani,2746,15
Schiller,1793,15
Tom Petty and the Heartbreakers,4369,15
The Raveonettes,4384,15
CRASHDÏET,2790,15
Devo,1878,15
Thousand Foot Krutch,1859,15
Elbow,5890,15
Thompson Twins,999,15
Dannii Minogue,789,15
The Hush Sound,5437,15
OutKast,1620,15
XTC,1881,15
Four Tet,1965,15
Trapt,2843,15
LeAnn Rimes,5767,15
Fort Minor,491,15
Destruction,1522,15
Einstürzende Neubauten,631,15
12 Stones,3928,15
Vanguart,3747,15
Agnes,3491,15
Pato Fu,1768,15
Third Eye Blind,3754,15
Electronic,76,15
Thin Lizzy,2853,15
Hall & Oates,2554,15
Rooney,1502,15
Napalm Death,1533,15
Carla Bruni,1767,15
Overkill,1257,15
Supergrass,3469,15
Hot Hot Heat,5439,15
Paul McCartney & Wings,3071,15
Meshuggah,2151,15
Blue October,1380,15
Cash Cash,5950,15
Ratt,1808,15
The Rakes,443,15
Cachorro Grande,4793,15
Trey Songz,3318,15
Cinderella,4460,15
Gang Starr,276,14
Dinosaur Jr.,4092,14
Symphony X,944,14
KMFDM,36,14
La Oreja de Van Gogh,4817,14
Joanna Newsom,1732,14
Nevermore,943,14
Allison Iraheta,313,14
Augustana,3753,14
Kyuss,881,14
Fatboy Slim,1397,14
Everything but the Girl,3992,14
Primal Scream,862,14
Celldweller,516,14
Sean Paul,3316,14
Visage,1895,14
Le Tigre,5027,14
Supertramp,3308,14
Ray Charles,572,14
Godspeed You! Black Emperor,6048,14
Van Morrison,2893,14
Lenine,5441,14
The Calling,1247,14
The Drums,2533,14
Dance Gavin Dance,1187,14
Minus the Bear,2572,14
Groove Armada,80,14
Alizée,3674,14
Lara Fabian,2067,14
Metronomy,1986,14
Rod Stewart,2861,14
The Stranglers,852,14
Mumford & Sons,1518,14
Perfume,2086,14
O.S.T.R.,1975,14
Weird Al Yankovic,1686,14
Bloodbath,2654,14
Train,5099,14
happysad,521,14
Saxon,3476,14
Yo La Tengo,5549,14
Rita Lee,1771,14
SHINee,1904,14
Secondhand Serenade,1189,14
The Game,1641,14
Jay Vaquer,3074,14
BIG BANG,367,14
DevilDriver,2143,14
Alexz Johnson,1059,14
Mike Posner,7868,14
Late of the Pier,2587,14
Gustavo Cerati,5237,14
Matisyahu,3670,14
Wham!,1076,14
Mos Def,271,14
Space Cowboy,541,14
Killing Joke,861,14
A Tribe Called Quest,619,14
The Fall of Troy,2574,14
...And You Will Know Us by the Trail of Dead,5423,14
The Faint,40,14
The Bloody Beetroots,2818,14
Miranda Lambert,5267,14
Foreigner,4130,14
The Future Sound of London,2681,14
Maria Mena,359,14
Final Fantasy,2398,14
Tiziano Ferro,1432,14
Peaches,6374,14
Lou Reed,4541,14
The Byrds,3458,14
Eluvium,6159,14
Muddy Waters,580,14
Агата Кристи,1788,14
Ensiferum,824,14
Arovane,756,14
Eva Simons,1441,14
Social Distortion,720,13
Yanni,963,13
The Rocket Summer,6600,13
Norther,2963,13
Chris Cornell,1985,13
Shpongle,1226,13
Emilíana Torrini,981,13
Matt & Kim,1481,13
The Gathering,3901,13
Immortal,1276,13
Craig David,474,13
Bryan Ferry,3920,13
Luis Miguel,3063,13
Nick Carter,469,13
Clap Your Hands Say Yeah,236,13
Assemblage 23,1303,13
The Residents,2026,13
Capsule,2101,13
Sixx:A.M.,2785,13
Philip Glass,1708,13
Peter Doherty,3371,13
Built to Spill,2415,13
Ministry,864,13
Suzanne Vega,3119,13
Atlas Sound,3700,13
The American Dollar,4230,13
Delerium,175,13
Kudai,3187,13
Ben Folds,2627,13
The Black Dahlia Murder,809,13
Scracho,6121,13
Guided by Voices,6824,13
The Bird and The Bee,3206,13
Monrose,350,13
M. Pokora,476,13
Lena,346,13
Detonautas Roque Clube,2983,13
Simian Mobile Disco,1405,13
Antonio Vivaldi,1491,13
Otep,3239,13
Belanova,3193,13
Black Flag,3354,13
Feeder,3945,13
Annie Lennox,900,13
Tim Hecker,3703,13
Fantômas,2473,13
Theatre of Tragedy,3197,13
Fightstar,2150,13
Simply Red,95,13
Puddle of Mudd,3946,13
